parent_PID,stim1_name,stim1_file,stim1_pair,stim1_deact_file,stim1_step2_name,stim1_step2_file,stim1_step2_basket_name,stim1_step2_basket_file,stim2_name,stim2_file,stim2_pair,stim2_deact_file,stim2_step2_name,stim2_step2_file,stim2_step2_basket_name,stim2_step2_basket_file,stim3_name,stim3_file,stim3_pair,stim3_deact_file,stim3_step2_name,stim3_step2_file,stim3_step2_basket_name,stim3_step2_basket_file,stim4_name,stim4_file,stim4_pair,stim4_deact_file,stim4_step2_name,stim4_step2_file,stim4_step2_basket_name,stim4_step2_basket_file,stim5_name,stim5_file,stim5_pair,stim5_deact_file,stim5_step2_name,stim5_step2_file,stim5_step2_basket_name,stim5_step2_basket_file,stim6_name,stim6_file,stim6_pair,stim6_deact_file,stim6_step2_name,stim6_step2_file,stim6_step2_basket_name,stim6_step2_basket_file,stim7_name,stim7_file,stim7_pair,stim7_deact_file,stim7_step2_name,stim7_step2_file,stim7_step2_basket_name,stim7_step2_basket_file,stim8_name,stim8_file,stim8_pair,stim8_deact_file,stim8_step2_name,stim8_step2_file,stim8_step2_basket_name,stim8_step2_basket_file,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent_keyresp.keys,consent_keyresp.rt,consent_keyresp.duration,global_instructions1_key.keys,global_instructions1_key.rt,global_instructions1_key.duration,global_instructions2_key.keys,global_instructions2_key.rt,global_instructions2_key.duration,global_instructions3_key.keys,global_instructions3_key.rt,global_instructions3_key.duration,global_instructions4_key.keys,global_instructions4_key.rt,global_instructions4_key.duration,stake_instructions_key.keys,stake_instructions_key.rt,stake_instructions_key.duration,global_instructions5_key.keys,global_instructions5_key.rt,global_instructions5_key.duration,p_fixation_2.started,p_fixation_2.stopped,p_step1_keyresp.keys,p_step1_keyresp.rt,p_step1_keyresp.duration,p_step2_keyresp.keys,p_step2_keyresp.rt,p_step2_keyresp.duration,p_step1_pair_index,p_step1_stimLeft_name,p_step1_stimLeft_pair,p_step1_stimLeft_reward,p_step1_stimLeft_step2Stim,p_step1_stimLeft_step2Basket,p_step1_stimRight_name,p_step1_stimRight_pair,p_step1_stimRight_reward,p_step1_stimRight_step2Stim,p_step1_stimRight_step2Basket,p_points,t_mult,p_fail_step1,p_fail_step2,p_reward_flag,p_step1_choice,p_step2_stim,p_step2_basket,p_score,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,pair_index,p_mult,p_failStep2_keyresp.keys,p_failStep2_keyresp.rt,p_failStep2_keyresp.duration,p_failStep1_keyresp.keys,p_failStep1_keyresp.rt,p_failStep1_keyresp.duration,t_instructions_keyresp.keys,t_instructions_keyresp.rt,t_instructions_keyresp.duration,t_advice_reading.started,t_advice_reading.stopped,t_advice_mouse.x,t_advice_mouse.y,t_advice_mouse.leftButton,t_advice_mouse.midButton,t_advice_mouse.rightButton,t_advice_mouse.time,t_advice_mouse.clicked_name,t_advice_summary_textbox.text,t_advice_summary_mouse.x,t_advice_summary_mouse.y,t_advice_summary_mouse.leftButton,t_advice_summary_mouse.midButton,t_advice_summary_mouse.rightButton,t_advice_summary_mouse.time,t_advice_summary_mouse.clicked_name,t_instructions_2_keyresp.keys,t_instructions_2_keyresp.rt,t_instructions_2_keyresp.duration,t_step1_keyresp.keys,t_step1_keyresp.rt,t_step1_keyresp.duration,t_step2_keyresp.keys,t_step2_keyresp.rt,t_step2_keyresp.duration,t_step1_pair_index,t_step1_stimLeft_name,t_step1_stimLeft_pair,t_step1_stimLeft_reward,t_step1_stimLeft_step2Stim,t_step1_stimLeft_step2Basket,t_step1_stimRight_name,t_step1_stimRight_pair,t_step1_stimRight_reward,t_step1_stimRight_step2Stim,t_step1_stimRight_step2Basket,t_points,t_fail_step1,t_fail_step2,t_reward_flag,t_step1_choice,t_step2_stim,t_step2_basket,globa_score,t_data_stimWalk0,t_data_stimWalk1,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_key_resp.keys,break_key_resp.rt,break_key_resp.duration,pl_global_instructions_keyresp.keys,pl_global_instructions_keyresp.rt,pl_global_instructions_keyresp.duration,vb_instructions_keyresp.keys,vb_instructions_keyresp.rt,vb_instructions_keyresp.duration,vb_instructions_2_keyresp.keys,vb_instructions_2_keyresp.rt,vb_instructions_2_keyresp.duration,vb_textbox.text,vb_mouse.x,vb_mouse.y,vb_mouse.leftButton,vb_mouse.midButton,vb_mouse.rightButton,vb_mouse.time,vb_mouse.clicked_name,pl1_instructions1_keyresp.keys,pl1_instructions1_keyresp.rt,pl1_instructions1_keyresp.duration,pl1_instructions2_keyresp.keys,pl1_instructions2_keyresp.rt,pl1_instructions2_keyresp.duration,pl1_instructions3_keyresp.keys,pl1_instructions3_keyresp.rt,pl1_instructions3_keyresp.duration,pl1_instructions4_keyresp.keys,pl1_instructions4_keyresp.rt,pl1_instructions4_keyresp.duration,pl1_task_lickert.response,pl1_task_lickert.rt,pl1_task_confidence_lickert.response,pl1_task_confidence_lickert.rt,pl1_task_keyresp.keys,pl1_task_keyresp.rt,pl1_task_keyresp.duration,pl1_task_stimLeft,pl1_task_stimRight,pl1_loop.thisRepN,pl1_loop.thisTrialN,pl1_loop.thisN,pl1_loop.thisIndex,pl1_loop.ran,stimLeft_index,stimRight_index,pl2_instructions_keyresp.keys,pl2_instructions_keyresp.rt,pl2_instructions_keyresp.duration,pl2_task_lickert.response,pl2_task_lickert.rt,pl2_task_confidence_lickert.response,pl2_task_confidence_lickert.rt,pl2_task_keyresp.keys,pl2_task_keyresp.rt,pl2_task_keyresp.duration,pl2_task_gnome,pl2_task_forest,pl2_task_basket,pl2_loop.thisRepN,pl2_loop.thisTrialN,pl2_loop.thisN,pl2_loop.thisIndex,pl2_loop.ran,gnome_id,forest_id,end_keyresp.keys,end_keyresp.rt,end_keyresp.duration,show_trials.thisRepN,show_trials.thisTrialN,show_trials.thisN,show_trials.thisIndex,show_trials.ran
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684888,001,2024-07-10_19h15.44.609,experiment,2023.2.3,MacIntel,59.88023952,5ed1288955ecd90325cb727c,668e53f19a8d979b1c68b1ee,668ecfbd70128e83e2900d33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.8685,,space,0.4388,,2,blue_gnome,2,5,bright_forest,yellow_basket,purple_gnome,2,3,dark_forest,red_basket,5,0,0,1,blue_gnome,bright_forest,yellow_basket,3055,-3,5,26,6,214,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684888,001,2024-07-10_19h15.44.609,experiment,2023.2.3,MacIntel,59.88023952,5ed1288955ecd90325cb727c,668e53f19a8d979b1c68b1ee,668ecfbd70128e83e2900d33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.5302,,space,0.3627,,4,red_gnome,4,8,dark_forest,red_basket,yellow_gnome,4,2,bright_forest,yellow_basket,8,0,0,1,red_gnome,dark_forest,red_basket,3063,-3,-1,26,7,215,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684888,001,2024-07-10_19h15.44.609,experiment,2023.2.3,MacIntel,59.88023952,5ed1288955ecd90325cb727c,668e53f19a8d979b1c68b1ee,668ecfbd70128e83e2900d33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.4301,,space,0.3256,,3,brown_gnome,3,7,dark_forest,red_basket,orange_gnome,3,1,bright_forest,yellow_basket,7,0,0,1,brown_gnome,dark_forest,red_basket,3070,1,3,27,0,216,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684888,001,2024-07-10_19h15.44.609,experiment,2023.2.3,MacIntel,59.88023952,5ed1288955ecd90325cb727c,668e53f19a8d979b1c68b1ee,668ecfbd70128e83e2900d33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.0819,,space,0.4563,,2,blue_gnome,2,2,bright_forest,yellow_basket,purple_gnome,2,8,dark_forest,red_basket,2,0,0,1,blue_gnome,bright_forest,yellow_basket,3072,0,-1,27,1,217,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684888,001,2024-07-10_19h15.44.609,experiment,2023.2.3,MacIntel,59.88023952,5ed1288955ecd90325cb727c,668e53f19a8d979b1c68b1ee,668ecfbd70128e83e2900d33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.5301,,space,0.3644,,3,orange_gnome,3,2,bright_forest,yellow_basket,brown_gnome,3,7,dark_forest,red_basket,35,0,0,1,brown_gnome,dark_forest,red_basket,3107,-1,3,27,2,218,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684888,001,2024-07-10_19h15.44.609,experiment,2023.2.3,MacIntel,59.88023952,5ed1288955ecd90325cb727c,668e53f19a8d979b1c68b1ee,668ecfbd70128e83e2900d33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.1716,0.0227,space,0.3701,,1,pink_gnome,1,8,dark_forest,red_basket,green_gnome,1,1,bright_forest,yellow_basket,8,0,0,1,pink_gnome,dark_forest,red_basket,3115,1,1,27,3,219,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684888,001,2024-07-10_19h15.44.609,experiment,2023.2.3,MacIntel,59.88023952,5ed1288955ecd90325cb727c,668e53f19a8d979b1c68b1ee,668ecfbd70128e83e2900d33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.0289,,space,0.5711,,1,green_gnome,1,2,bright_forest,yellow_basket,pink_gnome,1,9,dark_forest,red_basket,2,0,0,1,green_gnome,bright_forest,yellow_basket,3117,2,-2,27,4,220,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684888,001,2024-07-10_19h15.44.609,experiment,2023.2.3,MacIntel,59.88023952,5ed1288955ecd90325cb727c,668e53f19a8d979b1c68b1ee,668ecfbd70128e83e2900d33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.7784,,space,1.059,,3,brown_gnome,3,7,dark_forest,red_basket,orange_gnome,3,4,bright_forest,yellow_basket,35,0,0,1,brown_gnome,dark_forest,red_basket,3152,0,0,27,5,221,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684888,001,2024-07-10_19h15.44.609,experiment,2023.2.3,MacIntel,59.88023952,5ed1288955ecd90325cb727c,668e53f19a8d979b1c68b1ee,668ecfbd70128e83e2900d33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.9395,,space,0.3658,,3,brown_gnome,3,7,dark_forest,red_basket,orange_gnome,3,4,bright_forest,yellow_basket,7,0,0,1,brown_gnome,dark_forest,red_basket,3159,1,-1,27,6,222,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684888,001,2024-07-10_19h15.44.609,experiment,2023.2.3,MacIntel,59.88023952,5ed1288955ecd90325cb727c,668e53f19a8d979b1c68b1ee,668ecfbd70128e83e2900d33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.7566,,space,0.5636,,3,brown_gnome,3,6,dark_forest,red_basket,orange_gnome,3,5,bright_forest,yellow_basket,6,0,0,1,brown_gnome,dark_forest,red_basket,3165,3,-1,27,7,223,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684888,001,2024-07-10_19h15.44.609,experiment,2023.2.3,MacIntel,59.88023952,5ed1288955ecd90325cb727c,668e53f19a8d979b1c68b1ee,668ecfbd70128e83e2900d33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.8258,,space,0.304,,4,red_gnome,4,5,dark_forest,red_basket,yellow_gnome,4,8,bright_forest,yellow_basket,5,0,0,1,red_gnome,dark_forest,red_basket,3170,-1,4,28,0,224,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684888,001,2024-07-10_19h15.44.609,experiment,2023.2.3,MacIntel,59.88023952,5ed1288955ecd90325cb727c,668e53f19a8d979b1c68b1ee,668ecfbd70128e83e2900d33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.0141,,space,0.418,,1,pink_gnome,1,9,dark_forest,red_basket,green_gnome,1,7,bright_forest,yellow_basket,9,0,0,1,pink_gnome,dark_forest,red_basket,3179,1,3,28,1,225,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684888,001,2024-07-10_19h15.44.609,experiment,2023.2.3,MacIntel,59.88023952,5ed1288955ecd90325cb727c,668e53f19a8d979b1c68b1ee,668ecfbd70128e83e2900d33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1.2355,,space,0.3177,,2,blue_gnome,2,8,bright_forest,yellow_basket,purple_gnome,2,6,dark_forest,red_basket,30,0,0,1,purple_gnome,dark_forest,red_basket,3209,0,-1,28,2,226,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684888,001,2024-07-10_19h15.44.609,experiment,2023.2.3,MacIntel,59.88023952,5ed1288955ecd90325cb727c,668e53f19a8d979b1c68b1ee,668ecfbd70128e83e2900d33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.5547,,space,0.5208,,4,yellow_gnome,4,8,bright_forest,yellow_basket,red_gnome,4,5,dark_forest,red_basket,8,0,0,1,yellow_gnome,bright_forest,yellow_basket,3217,3,0,28,3,227,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684888,001,2024-07-10_19h15.44.609,experiment,2023.2.3,MacIntel,59.88023952,5ed1288955ecd90325cb727c,668e53f19a8d979b1c68b1ee,668ecfbd70128e83e2900d33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.5261,,space,0.3169,,3,brown_gnome,3,5,dark_forest,red_basket,orange_gnome,3,7,bright_forest,yellow_basket,5,0,0,1,brown_gnome,dark_forest,red_basket,3222,-3,1,28,4,228,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684888,001,2024-07-10_19h15.44.609,experiment,2023.2.3,MacIntel,59.88023952,5ed1288955ecd90325cb727c,668e53f19a8d979b1c68b1ee,668ecfbd70128e83e2900d33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.4903,,space,0.2635,,3,orange_gnome,3,4,bright_forest,yellow_basket,brown_gnome,3,6,dark_forest,red_basket,30,0,0,1,brown_gnome,dark_forest,red_basket,3252,-3,0,28,5,229,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684888,001,2024-07-10_19h15.44.609,experiment,2023.2.3,MacIntel,59.88023952,5ed1288955ecd90325cb727c,668e53f19a8d979b1c68b1ee,668ecfbd70128e83e2900d33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.6513,,space,0.3385,,4,yellow_gnome,4,1,bright_forest,yellow_basket,red_gnome,4,6,dark_forest,red_basket,30,0,0,1,red_gnome,dark_forest,red_basket,3282,0,3,28,6,230,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684888,001,2024-07-10_19h15.44.609,experiment,2023.2.3,MacIntel,59.88023952,5ed1288955ecd90325cb727c,668e53f19a8d979b1c68b1ee,668ecfbd70128e83e2900d33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.64,,space,0.305,,3,orange_gnome,3,1,bright_forest,yellow_basket,brown_gnome,3,9,dark_forest,red_basket,9,0,0,1,brown_gnome,dark_forest,red_basket,3291,0,4,28,7,231,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684888,001,2024-07-10_19h15.44.609,experiment,2023.2.3,MacIntel,59.88023952,5ed1288955ecd90325cb727c,668e53f19a8d979b1c68b1ee,668ecfbd70128e83e2900d33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.7568,,space,0.371,,4,yellow_gnome,4,1,bright_forest,yellow_basket,red_gnome,4,5,dark_forest,red_basket,5,0,0,1,red_gnome,dark_forest,red_basket,3296,-1,-3,29,0,232,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684888,001,2024-07-10_19h15.44.609,experiment,2023.2.3,MacIntel,59.88023952,5ed1288955ecd90325cb727c,668e53f19a8d979b1c68b1ee,668ecfbd70128e83e2900d33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.5132,,space,0.458,,3,orange_gnome,3,0,bright_forest,yellow_basket,brown_gnome,3,2,dark_forest,red_basket,10,0,0,1,brown_gnome,dark_forest,red_basket,3306,2,2,29,1,233,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684888,001,2024-07-10_19h15.44.609,experiment,2023.2.3,MacIntel,59.88023952,5ed1288955ecd90325cb727c,668e53f19a8d979b1c68b1ee,668ecfbd70128e83e2900d33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.7558,,space,0.746,,4,red_gnome,4,4,dark_forest,red_basket,yellow_gnome,4,2,bright_forest,yellow_basket,4,0,0,1,red_gnome,dark_forest,red_basket,3310,1,-1,29,2,234,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684888,001,2024-07-10_19h15.44.609,experiment,2023.2.3,MacIntel,59.88023952,5ed1288955ecd90325cb727c,668e53f19a8d979b1c68b1ee,668ecfbd70128e83e2900d33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1.0427,,space,0.6049,,1,green_gnome,1,3,bright_forest,yellow_basket,pink_gnome,1,3,dark_forest,red_basket,15,0,0,1,pink_gnome,dark_forest,red_basket,3325,-3,5,29,3,235,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684888,001,2024-07-10_19h15.44.609,experiment,2023.2.3,MacIntel,59.88023952,5ed1288955ecd90325cb727c,668e53f19a8d979b1c68b1ee,668ecfbd70128e83e2900d33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.0584,,space,0.4583,,2,purple_gnome,2,8,dark_forest,red_basket,blue_gnome,2,0,bright_forest,yellow_basket,40,0,0,1,purple_gnome,dark_forest,red_basket,3365,-2,2,29,4,236,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684888,001,2024-07-10_19h15.44.609,experiment,2023.2.3,MacIntel,59.88023952,5ed1288955ecd90325cb727c,668e53f19a8d979b1c68b1ee,668ecfbd70128e83e2900d33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.8499,,space,1.1268,,1,pink_gnome,1,8,dark_forest,red_basket,green_gnome,1,2,bright_forest,yellow_basket,40,0,0,1,pink_gnome,dark_forest,red_basket,3405,0,-4,29,5,237,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684888,001,2024-07-10_19h15.44.609,experiment,2023.2.3,MacIntel,59.88023952,5ed1288955ecd90325cb727c,668e53f19a8d979b1c68b1ee,668ecfbd70128e83e2900d33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.0323,,space,1.1961,,1,pink_gnome,1,4,dark_forest,red_basket,green_gnome,1,2,bright_forest,yellow_basket,4,0,0,1,pink_gnome,dark_forest,red_basket,3409,0,2,29,6,238,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
