parent_PID,stim1_name,stim1_file,stim1_pair,stim1_deact_file,stim1_step2_name,stim1_step2_file,stim1_step2_basket_name,stim1_step2_basket_file,stim2_name,stim2_file,stim2_pair,stim2_deact_file,stim2_step2_name,stim2_step2_file,stim2_step2_basket_name,stim2_step2_basket_file,stim3_name,stim3_file,stim3_pair,stim3_deact_file,stim3_step2_name,stim3_step2_file,stim3_step2_basket_name,stim3_step2_basket_file,stim4_name,stim4_file,stim4_pair,stim4_deact_file,stim4_step2_name,stim4_step2_file,stim4_step2_basket_name,stim4_step2_basket_file,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent_keyresp.keys,consent_keyresp.rt,consent_keyresp.duration,global_instructions1_key.keys,global_instructions1_key.rt,global_instructions1_key.duration,global_instructions2_key.keys,global_instructions2_key.rt,global_instructions2_key.duration,global_instructions3_key.keys,global_instructions3_key.rt,global_instructions3_key.duration,global_instructions4_key.keys,global_instructions4_key.rt,global_instructions4_key.duration,global_instructions5_key.keys,global_instructions5_key.rt,global_instructions5_key.duration,p_fixation_2.started,p_fixation_2.stopped,p_step1_keyresp.keys,p_step1_keyresp.rt,p_step1_keyresp.duration,p_step2_keyresp.keys,p_step2_keyresp.rt,p_step2_keyresp.duration,p_step1_pair_index,p_step1_stimLeft_name,p_step1_stimLeft_pair,p_step1_stimLeft_reward,p_step1_stimLeft_step2Stim,p_step1_stimLeft_step2Basket,p_step1_stimRight_name,p_step1_stimRight_pair,p_step1_stimRight_reward,p_step1_stimRight_step2Stim,p_step1_stimRight_step2Basket,p_points,p_fail_step1,p_fail_step2,p_reward_flag,p_step1_choice,p_step2_stim,p_step2_basket,p_score,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,pair_index,t_instructions_keyresp.keys,t_instructions_keyresp.rt,t_instructions_keyresp.duration,t_advice_reading.started,t_advice_reading.stopped,t_advice_mouse.x,t_advice_mouse.y,t_advice_mouse.leftButton,t_advice_mouse.midButton,t_advice_mouse.rightButton,t_advice_mouse.time,t_advice_mouse.clicked_name,t_instructions_2_keyresp.keys,t_instructions_2_keyresp.rt,t_instructions_2_keyresp.duration,t_start.started,t_start.stopped,t_step1_keyresp.keys,t_step1_keyresp.rt,t_step1_keyresp.duration,t_step2_keyresp.keys,t_step2_keyresp.rt,t_step2_keyresp.duration,t_step1_pair_index,t_step1_stimLeft_name,t_step1_stimLeft_pair,t_step1_stimLeft_reward,t_step1_stimLeft_step2Stim,t_step1_stimLeft_step2Basket,t_step1_stimRight_name,t_step1_stimRight_pair,t_step1_stimRight_reward,t_step1_stimRight_step2Stim,t_step1_stimRight_step2Basket,t_points,t_fail_step1,t_fail_step2,t_reward_flag,t_step1_choice,t_step2_stim,t_step2_basket,globa_score,t_data_stimWalk0,t_data_stimWalk1,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,pl_global_instructions_keyresp.keys,pl_global_instructions_keyresp.rt,pl_global_instructions_keyresp.duration,vb_instructions_keyresp.keys,vb_instructions_keyresp.rt,vb_instructions_keyresp.duration,vb_instructions_2_keyresp.keys,vb_instructions_2_keyresp.rt,vb_instructions_2_keyresp.duration,vb_textbox.text,vb_mouse.x,vb_mouse.y,vb_mouse.leftButton,vb_mouse.midButton,vb_mouse.rightButton,vb_mouse.time,vb_mouse.clicked_name,pl1_instructions1_keyresp.keys,pl1_instructions1_keyresp.rt,pl1_instructions1_keyresp.duration,pl1_instructions2_keyresp.keys,pl1_instructions2_keyresp.rt,pl1_instructions2_keyresp.duration,pl1_instructions3_keyresp.keys,pl1_instructions3_keyresp.rt,pl1_instructions3_keyresp.duration,pl1_instructions4_keyresp.keys,pl1_instructions4_keyresp.rt,pl1_instructions4_keyresp.duration,pl1_task_lickert.response,pl1_task_lickert.rt,pl1_task_confidence_lickert.response,pl1_task_confidence_lickert.rt,pl1_task_keyresp.keys,pl1_task_keyresp.rt,pl1_task_keyresp.duration,pl1_task_stimLeft,pl1_task_stimRight,pl1_loop.thisRepN,pl1_loop.thisTrialN,pl1_loop.thisN,pl1_loop.thisIndex,pl1_loop.ran,stimLeft_index,stimRight_index,pl2_instructions_keyresp.keys,pl2_instructions_keyresp.rt,pl2_instructions_keyresp.duration,pl2_task_lickert.response,pl2_task_lickert.rt,pl2_task_confidence_lickert.response,pl2_task_confidence_lickert.rt,pl2_task_keyresp.keys,pl2_task_keyresp.rt,pl2_task_keyresp.duration,pl2_task_gnome,pl2_task_forest,pl2_task_basket,pl2_loop.thisRepN,pl2_loop.thisTrialN,pl2_loop.thisN,pl2_loop.thisIndex,pl2_loop.ran,gnome_id,forest_id,pl3_instructions_keyresp.keys,pl3_instructions_keyresp.rt,pl3_instructions_keyresp.duration,pl3_task_lickert.response,pl3_task_lickert.rt,pl3_task_keyresp.keys,pl3_task_keyresp.rt,pl3_task_keyresp.duration,pl3_task_confidence_lickert.response,pl3_task_confidence_lickert.rt,pl3_task_stimLeftBg,pl3_task_stimRightBg,pl3_task_stimLeft,pl3_task_stimRight,pl3_loop.thisRepN,pl3_loop.thisTrialN,pl3_loop.thisN,pl3_loop.thisIndex,pl3_loop.ran,pl4_instructions_keyresp.keys,pl4_instructions_keyresp.rt,pl4_instructions_keyresp.duration,pl4_task_lickert.response,pl4_task_lickert.rt,pl4_task_keyresp.keys,pl4_task_keyresp.rt,pl4_task_keyresp.duration,pl4_task_confidence_lickert.response,pl4_task_confidence_lickert.rt,pl4_task_stimLeft,pl4_task_stimRight,pl4_loop.thisRepN,pl4_loop.thisTrialN,pl4_loop.thisN,pl4_loop.thisIndex,pl4_loop.ran,end_keyresp.keys,end_keyresp.rt,end_keyresp.duration,show_trials.thisRepN,show_trials.thisTrialN,show_trials.thisN,show_trials.thisIndex,show_trials.ran
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220653,001,2024-02-20_16h40.44.066,experiment,2023.2.3,Win32,60.24096386,5c6563e20d80fd0001425671,65d4ce4bfe04d08c28397785,65d4d5f3868b4892581a51f1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,s,0.6247,,space,0.7756,,1,purple_gnome,1,6,bright_forest,red_basket,green_gnome,1,9,dark_forest,yellow_basket,6,0,0,1,purple_gnome,bright_forest,red_basket,275,-2,2,25,1,51,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220653,001,2024-02-20_16h40.44.066,experiment,2023.2.3,Win32,60.24096386,5c6563e20d80fd0001425671,65d4ce4bfe04d08c28397785,65d4d5f3868b4892581a51f1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,k,0.7654,,space,0.5744,,1,green_gnome,1,7,dark_forest,yellow_basket,purple_gnome,1,4,bright_forest,red_basket,4,0,0,1,purple_gnome,bright_forest,red_basket,279,-1,0,26,0,52,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220653,001,2024-02-20_16h40.44.066,experiment,2023.2.3,Win32,60.24096386,5c6563e20d80fd0001425671,65d4ce4bfe04d08c28397785,65d4d5f3868b4892581a51f1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,k,0.8231,,space,0.6456,,2,red_gnome,2,3,bright_forest,red_basket,brown_gnomes,2,7,dark_forest,yellow_basket,7,0,0,1,brown_gnomes,dark_forest,yellow_basket,286,-2,1,26,1,53,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220653,001,2024-02-20_16h40.44.066,experiment,2023.2.3,Win32,60.24096386,5c6563e20d80fd0001425671,65d4ce4bfe04d08c28397785,65d4d5f3868b4892581a51f1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,k,0.591,,space,0.397,,2,red_gnome,2,1,bright_forest,red_basket,brown_gnomes,2,8,dark_forest,yellow_basket,8,0,0,1,brown_gnomes,dark_forest,yellow_basket,294,0,-3,27,0,54,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220653,001,2024-02-20_16h40.44.066,experiment,2023.2.3,Win32,60.24096386,5c6563e20d80fd0001425671,65d4ce4bfe04d08c28397785,65d4d5f3868b4892581a51f1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,s,0.6866,,space,1.0428,,1,purple_gnome,1,1,bright_forest,red_basket,green_gnome,1,5,dark_forest,yellow_basket,1,0,0,1,purple_gnome,bright_forest,red_basket,295,-2,1,27,1,55,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220653,001,2024-02-20_16h40.44.066,experiment,2023.2.3,Win32,60.24096386,5c6563e20d80fd0001425671,65d4ce4bfe04d08c28397785,65d4d5f3868b4892581a51f1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,s,0.7952,,space,0.2619,,2,brown_gnomes,2,6,dark_forest,yellow_basket,red_gnome,2,1,bright_forest,red_basket,6,0,0,1,brown_gnomes,dark_forest,yellow_basket,301,-1,-1,28,0,56,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220653,001,2024-02-20_16h40.44.066,experiment,2023.2.3,Win32,60.24096386,5c6563e20d80fd0001425671,65d4ce4bfe04d08c28397785,65d4d5f3868b4892581a51f1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,k,0.5567,,space,0.4165,,2,red_gnome,2,0,bright_forest,red_basket,brown_gnomes,2,5,dark_forest,yellow_basket,5,0,0,1,brown_gnomes,dark_forest,yellow_basket,306,0,-3,28,1,57,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220653,001,2024-02-20_16h40.44.066,experiment,2023.2.3,Win32,60.24096386,5c6563e20d80fd0001425671,65d4ce4bfe04d08c28397785,65d4d5f3868b4892581a51f1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,s,0.6427,,space,0.6071,,1,purple_gnome,1,0,bright_forest,red_basket,green_gnome,1,2,dark_forest,yellow_basket,0,0,0,1,purple_gnome,bright_forest,red_basket,306,0,0,29,0,58,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220653,001,2024-02-20_16h40.44.066,experiment,2023.2.3,Win32,60.24096386,5c6563e20d80fd0001425671,65d4ce4bfe04d08c28397785,65d4d5f3868b4892581a51f1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,k,0.6311,,space,0.3617,,2,red_gnome,2,0,bright_forest,red_basket,brown_gnomes,2,2,dark_forest,yellow_basket,2,0,0,1,brown_gnomes,dark_forest,yellow_basket,308,1,0,29,1,59,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220653,001,2024-02-20_16h40.44.066,experiment,2023.2.3,Win32,60.24096386,5c6563e20d80fd0001425671,65d4ce4bfe04d08c28397785,65d4d5f3868b4892581a51f1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,s,0.6368,,space,0.7426,,1,purple_gnome,1,1,bright_forest,red_basket,green_gnome,1,2,dark_forest,yellow_basket,1,0,0,1,purple_gnome,bright_forest,red_basket,309,-1,2,30,0,60,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220653,001,2024-02-20_16h40.44.066,experiment,2023.2.3,Win32,60.24096386,5c6563e20d80fd0001425671,65d4ce4bfe04d08c28397785,65d4d5f3868b4892581a51f1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,k,0.7091,,space,0.4067,,2,brown_gnomes,2,4,dark_forest,yellow_basket,red_gnome,2,0,bright_forest,red_basket,0,0,0,1,red_gnome,bright_forest,red_basket,309,1,3,30,1,61,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220653,001,2024-02-20_16h40.44.066,experiment,2023.2.3,Win32,60.24096386,5c6563e20d80fd0001425671,65d4ce4bfe04d08c28397785,65d4d5f3868b4892581a51f1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,s,0.8725,,space,0.5324,,2,brown_gnomes,2,7,dark_forest,yellow_basket,red_gnome,2,1,bright_forest,red_basket,7,0,0,1,brown_gnomes,dark_forest,yellow_basket,316,0,-2,31,0,62,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220653,001,2024-02-20_16h40.44.066,experiment,2023.2.3,Win32,60.24096386,5c6563e20d80fd0001425671,65d4ce4bfe04d08c28397785,65d4d5f3868b4892581a51f1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,k,0.7907,,space,0.4482,,2,red_gnome,2,1,bright_forest,red_basket,brown_gnomes,2,5,dark_forest,yellow_basket,5,0,0,1,brown_gnomes,dark_forest,yellow_basket,321,-1,2,31,1,63,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220653,001,2024-02-20_16h40.44.066,experiment,2023.2.3,Win32,60.24096386,5c6563e20d80fd0001425671,65d4ce4bfe04d08c28397785,65d4d5f3868b4892581a51f1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,s,0.7171,,space,0.743,,1,purple_gnome,1,0,bright_forest,red_basket,green_gnome,1,7,dark_forest,yellow_basket,0,0,0,1,purple_gnome,bright_forest,red_basket,321,1,-1,32,0,64,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220653,001,2024-02-20_16h40.44.066,experiment,2023.2.3,Win32,60.24096386,5c6563e20d80fd0001425671,65d4ce4bfe04d08c28397785,65d4d5f3868b4892581a51f1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,k,0.5759,,space,0.3231,,2,red_gnome,2,1,bright_forest,red_basket,brown_gnomes,2,6,dark_forest,yellow_basket,6,0,0,1,brown_gnomes,dark_forest,yellow_basket,327,3,-1,32,1,65,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220653,001,2024-02-20_16h40.44.066,experiment,2023.2.3,Win32,60.24096386,5c6563e20d80fd0001425671,65d4ce4bfe04d08c28397785,65d4d5f3868b4892581a51f1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,s,0.9599,,space,0.9217,,1,purple_gnome,1,4,bright_forest,red_basket,green_gnome,1,5,dark_forest,yellow_basket,4,0,0,1,purple_gnome,bright_forest,red_basket,331,3,-3,33,0,66,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220653,001,2024-02-20_16h40.44.066,experiment,2023.2.3,Win32,60.24096386,5c6563e20d80fd0001425671,65d4ce4bfe04d08c28397785,65d4d5f3868b4892581a51f1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,k,0.4577,,space,0.5453,,1,purple_gnome,1,7,bright_forest,red_basket,green_gnome,1,2,dark_forest,yellow_basket,2,0,0,1,green_gnome,dark_forest,yellow_basket,333,2,2,33,1,67,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220653,001,2024-02-20_16h40.44.066,experiment,2023.2.3,Win32,60.24096386,5c6563e20d80fd0001425671,65d4ce4bfe04d08c28397785,65d4d5f3868b4892581a51f1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,k,0.7947,,space,0.6279,,2,brown_gnomes,2,4,dark_forest,yellow_basket,red_gnome,2,9,bright_forest,red_basket,9,0,0,1,red_gnome,bright_forest,red_basket,342,0,-2,34,0,68,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220653,001,2024-02-20_16h40.44.066,experiment,2023.2.3,Win32,60.24096386,5c6563e20d80fd0001425671,65d4ce4bfe04d08c28397785,65d4d5f3868b4892581a51f1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,s,0.6894,,space,0.4682,,2,brown_gnomes,2,2,dark_forest,yellow_basket,red_gnome,2,9,bright_forest,red_basket,2,0,0,1,brown_gnomes,dark_forest,yellow_basket,344,1,-2,34,1,69,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220653,001,2024-02-20_16h40.44.066,experiment,2023.2.3,Win32,60.24096386,5c6563e20d80fd0001425671,65d4ce4bfe04d08c28397785,65d4d5f3868b4892581a51f1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,k,0.8906,,space,0.4503,,1,purple_gnome,1,8,bright_forest,red_basket,green_gnome,1,0,dark_forest,yellow_basket,0,0,0,1,green_gnome,dark_forest,yellow_basket,344,3,0,35,0,70,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220653,001,2024-02-20_16h40.44.066,experiment,2023.2.3,Win32,60.24096386,5c6563e20d80fd0001425671,65d4ce4bfe04d08c28397785,65d4d5f3868b4892581a51f1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,k,0.6611,,space,0.7525,,1,green_gnome,1,0,dark_forest,yellow_basket,purple_gnome,1,7,bright_forest,red_basket,7,0,0,1,purple_gnome,bright_forest,red_basket,351,-1,0,35,1,71,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220653,001,2024-02-20_16h40.44.066,experiment,2023.2.3,Win32,60.24096386,5c6563e20d80fd0001425671,65d4ce4bfe04d08c28397785,65d4d5f3868b4892581a51f1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,k,0.6211,,space,0.3291,,2,red_gnome,2,6,bright_forest,red_basket,brown_gnomes,2,0,dark_forest,yellow_basket,0,0,0,1,brown_gnomes,dark_forest,yellow_basket,351,1,-4,36,0,72,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220653,001,2024-02-20_16h40.44.066,experiment,2023.2.3,Win32,60.24096386,5c6563e20d80fd0001425671,65d4ce4bfe04d08c28397785,65d4d5f3868b4892581a51f1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,s,0.6277,,space,0.8082,,2,red_gnome,2,7,bright_forest,red_basket,brown_gnomes,2,4,dark_forest,yellow_basket,7,0,0,1,red_gnome,bright_forest,red_basket,358,1,1,36,1,73,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220653,001,2024-02-20_16h40.44.066,experiment,2023.2.3,Win32,60.24096386,5c6563e20d80fd0001425671,65d4ce4bfe04d08c28397785,65d4d5f3868b4892581a51f1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,k,0.6797,,space,0.4368,,2,brown_gnomes,2,5,dark_forest,yellow_basket,red_gnome,2,8,bright_forest,red_basket,8,0,0,1,red_gnome,bright_forest,red_basket,366,0,-4,37,0,74,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220653,001,2024-02-20_16h40.44.066,experiment,2023.2.3,Win32,60.24096386,5c6563e20d80fd0001425671,65d4ce4bfe04d08c28397785,65d4d5f3868b4892581a51f1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,s,1.0726,,space,0.6602,,2,red_gnome,2,8,bright_forest,red_basket,brown_gnomes,2,1,dark_forest,yellow_basket,8,0,0,1,red_gnome,bright_forest,red_basket,374,2,-2,37,1,75,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220653,001,2024-02-20_16h40.44.066,experiment,2023.2.3,Win32,60.24096386,5c6563e20d80fd0001425671,65d4ce4bfe04d08c28397785,65d4d5f3868b4892581a51f1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,k,0.8093,,space,0.7907,,1,green_gnome,1,1,dark_forest,yellow_basket,purple_gnome,1,8,bright_forest,red_basket,8,0,0,1,purple_gnome,bright_forest,red_basket,382,-1,3,38,0,76,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220653,001,2024-02-20_16h40.44.066,experiment,2023.2.3,Win32,60.24096386,5c6563e20d80fd0001425671,65d4ce4bfe04d08c28397785,65d4d5f3868b4892581a51f1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,k,1.0326,,space,0.6851,,1,purple_gnome,1,7,bright_forest,red_basket,green_gnome,1,4,dark_forest,yellow_basket,4,0,0,1,green_gnome,dark_forest,yellow_basket,386,1,-1,38,1,77,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
