parent_PID,stim1_name,stim1_file,stim1_pair,stim1_deact_file,stim1_step2_name,stim1_step2_file,stim1_step2_basket_name,stim1_step2_basket_file,stim2_name,stim2_file,stim2_pair,stim2_deact_file,stim2_step2_name,stim2_step2_file,stim2_step2_basket_name,stim2_step2_basket_file,stim3_name,stim3_file,stim3_pair,stim3_deact_file,stim3_step2_name,stim3_step2_file,stim3_step2_basket_name,stim3_step2_basket_file,stim4_name,stim4_file,stim4_pair,stim4_deact_file,stim4_step2_name,stim4_step2_file,stim4_step2_basket_name,stim4_step2_basket_file,stim5_name,stim5_file,stim5_pair,stim5_deact_file,stim5_step2_name,stim5_step2_file,stim5_step2_basket_name,stim5_step2_basket_file,stim6_name,stim6_file,stim6_pair,stim6_deact_file,stim6_step2_name,stim6_step2_file,stim6_step2_basket_name,stim6_step2_basket_file,stim7_name,stim7_file,stim7_pair,stim7_deact_file,stim7_step2_name,stim7_step2_file,stim7_step2_basket_name,stim7_step2_basket_file,stim8_name,stim8_file,stim8_pair,stim8_deact_file,stim8_step2_name,stim8_step2_file,stim8_step2_basket_name,stim8_step2_basket_file,obs_AC_trials,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent_keyresp.keys,consent_keyresp.rt,consent_keyresp.duration,global_instructions1_key.keys,global_instructions1_key.rt,global_instructions1_key.duration,global_instructions2_key.keys,global_instructions2_key.rt,global_instructions2_key.duration,global_instructions3_key.keys,global_instructions3_key.rt,global_instructions3_key.duration,global_instructions4_key.keys,global_instructions4_key.rt,global_instructions4_key.duration,stake_instructions_key.keys,stake_instructions_key.rt,stake_instructions_key.duration,global_instructions5_key.keys,global_instructions5_key.rt,global_instructions5_key.duration,p_fixation_2.started,p_fixation_2.stopped,p_step1_keyresp.keys,p_step1_keyresp.rt,p_step1_keyresp.duration,p_step2_keyresp.keys,p_step2_keyresp.rt,p_step2_keyresp.duration,p_step1_pair_index,p_step1_stimLeft_name,p_step1_stimLeft_pair,p_step1_stimLeft_reward,p_step1_stimLeft_step2Stim,p_step1_stimLeft_step2Basket,p_step1_stimRight_name,p_step1_stimRight_pair,p_step1_stimRight_reward,p_step1_stimRight_step2Stim,p_step1_stimRight_step2Basket,p_points,t_mult,p_fail_step1,p_fail_step2,p_reward_flag,p_step1_choice,p_step2_stim,p_step2_basket,p_score,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,pair_index,p_mult,obs_instructions_1_key.keys,obs_instructions_1_key.rt,obs_instructions_1_key.duration,obs_instructions_2_key.keys,obs_instructions_2_key.rt,obs_instructions_2_key.duration,obs_stim_left,obs_stim_right,obs_step1_key,obs_step1_RT,obs_step2_forest,obs_step2_basket,obs_step2_RT,obs_mult,obs_points,obs_score,obs_AC_flag,obs_AC_step1_flag,obs_AC_step2_flag,obs_AC_mistake_flag,obs_AC_no_answer_flag,obs_AC_step2_no_answer_flag,obs_AC_counter,good_answer,obs_attention_check_fail,obs.thisRepN,obs.thisTrialN,obs.thisN,obs.thisIndex,obs.ran,obs_attention_check_step1_keyresp.keys,obs_attention_check_step1_keyresp.rt,obs_attention_check_step1_keyresp.duration,obs_attention_check_step2_keyresp.keys,obs_attention_check_step2_keyresp.rt,obs_attention_check_step2_keyresp.duration,t_instructions_keyresp.keys,t_instructions_keyresp.rt,t_instructions_keyresp.duration,t_instructions_2_keyresp.keys,t_instructions_2_keyresp.rt,t_instructions_2_keyresp.duration,t_step1_keyresp.keys,t_step1_keyresp.rt,t_step1_keyresp.duration,t_step2_keyresp.keys,t_step2_keyresp.rt,t_step2_keyresp.duration,t_step1_pair_index,t_step1_stimLeft_name,t_step1_stimLeft_pair,t_step1_stimLeft_reward,t_step1_stimLeft_step2Stim,t_step1_stimLeft_step2Basket,t_step1_stimRight_name,t_step1_stimRight_pair,t_step1_stimRight_reward,t_step1_stimRight_step2Stim,t_step1_stimRight_step2Basket,t_points,t_fail_step1,t_fail_step2,t_reward_flag,t_step1_choice,t_step2_stim,t_step2_basket,globa_score,t_data_stimWalk0,t_data_stimWalk1,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_key_resp.keys,break_key_resp.rt,break_key_resp.duration,t_recording.started,t_recording.stopped,pl_global_instructions_keyresp.keys,pl_global_instructions_keyresp.rt,pl_global_instructions_keyresp.duration,pl1_instructions1_keyresp.keys,pl1_instructions1_keyresp.rt,pl1_instructions1_keyresp.duration,pl1_instructions2_keyresp.keys,pl1_instructions2_keyresp.rt,pl1_instructions2_keyresp.duration,pl1_instructions3_keyresp.keys,pl1_instructions3_keyresp.rt,pl1_instructions3_keyresp.duration,pl1_instructions4_keyresp.keys,pl1_instructions4_keyresp.rt,pl1_instructions4_keyresp.duration,pl1_task_lickert.response,pl1_task_lickert.rt,pl1_task_confidence_lickert.response,pl1_task_confidence_lickert.rt,pl1_task_keyresp.keys,pl1_task_keyresp.rt,pl1_task_keyresp.duration,pl1_task_stimLeft,pl1_task_stimRight,pl1_loop.thisRepN,pl1_loop.thisTrialN,pl1_loop.thisN,pl1_loop.thisIndex,pl1_loop.ran,stimLeft_index,stimRight_index,pl2_instructions_keyresp.keys,pl2_instructions_keyresp.rt,pl2_instructions_keyresp.duration,pl2_task_lickert.response,pl2_task_lickert.rt,pl2_task_confidence_lickert.response,pl2_task_confidence_lickert.rt,pl2_task_keyresp.keys,pl2_task_keyresp.rt,pl2_task_keyresp.duration,pl2_task_gnome,pl2_task_forest,pl2_task_basket,pl2_loop.thisRepN,pl2_loop.thisTrialN,pl2_loop.thisN,pl2_loop.thisIndex,pl2_loop.ran,gnome_id,forest_id,end_keyresp.keys,end_keyresp.rt,end_keyresp.duration,passed_attention_check_loop.thisRepN,passed_attention_check_loop.thisTrialN,passed_attention_check_loop.thisN,passed_attention_check_loop.thisIndex,passed_attention_check_loop.ran,show_trials.thisRepN,show_trials.thisTrialN,show_trials.thisN,show_trials.thisIndex,show_trials.ran
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,030162,001,2024-11-25_17h34.57.149,experiment,2023.2.3,Win32,40,66671eb793963236857d7446,67446fa89e86ac01e4128331,6744b4f74bbc3577ba863b6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1.1744,,space,0.789,,4,orange_gnome,4,4,dark_forest,yellow_basket,purple_gnome,4,8,bright_forest,red_basket,40,0,0,1,purple_gnome,bright_forest,red_basket,2669,1,-1,23,7,191,7,1,space,4.6467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,030162,001,2024-11-25_17h34.57.149,experiment,2023.2.3,Win32,40,66671eb793963236857d7446,67446fa89e86ac01e4128331,6744b4f74bbc3577ba863b6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.7748,,space,0.4438,,2,pink_gnome,2,3,dark_forest,yellow_basket,red_gnome,2,9,bright_forest,red_basket,15,0,0,1,pink_gnome,dark_forest,yellow_basket,2684,-1,-2,24,0,192,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,030162,001,2024-11-25_17h34.57.149,experiment,2023.2.3,Win32,40,66671eb793963236857d7446,67446fa89e86ac01e4128331,6744b4f74bbc3577ba863b6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.4872,,space,0.6147,,1,brown_gnome,1,1,dark_forest,yellow_basket,green_gnome,1,8,bright_forest,red_basket,40,0,0,1,green_gnome,bright_forest,red_basket,2724,1,0,24,1,193,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,030162,001,2024-11-25_17h34.57.149,experiment,2023.2.3,Win32,40,66671eb793963236857d7446,67446fa89e86ac01e4128331,6744b4f74bbc3577ba863b6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.5119,,space,0.6377,,2,pink_gnome,2,1,dark_forest,yellow_basket,red_gnome,2,9,bright_forest,red_basket,9,0,0,1,red_gnome,bright_forest,red_basket,2733,1,-1,24,2,194,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,030162,001,2024-11-25_17h34.57.149,experiment,2023.2.3,Win32,40,66671eb793963236857d7446,67446fa89e86ac01e4128331,6744b4f74bbc3577ba863b6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.585,,space,0.4494,,2,pink_gnome,2,0,dark_forest,yellow_basket,red_gnome,2,8,bright_forest,red_basket,0,0,0,1,pink_gnome,dark_forest,yellow_basket,2733,-2,2,24,3,195,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,030162,001,2024-11-25_17h34.57.149,experiment,2023.2.3,Win32,40,66671eb793963236857d7446,67446fa89e86ac01e4128331,6744b4f74bbc3577ba863b6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.5164,,space,0.3909,,2,pink_gnome,2,2,dark_forest,yellow_basket,red_gnome,2,6,bright_forest,red_basket,10,0,0,1,pink_gnome,dark_forest,yellow_basket,2743,-2,0,24,4,196,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,030162,001,2024-11-25_17h34.57.149,experiment,2023.2.3,Win32,40,66671eb793963236857d7446,67446fa89e86ac01e4128331,6744b4f74bbc3577ba863b6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1.1387,,space,0.9862,,4,orange_gnome,4,2,dark_forest,yellow_basket,purple_gnome,4,4,bright_forest,red_basket,20,0,0,1,purple_gnome,bright_forest,red_basket,2763,0,1,24,5,197,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,030162,001,2024-11-25_17h34.57.149,experiment,2023.2.3,Win32,40,66671eb793963236857d7446,67446fa89e86ac01e4128331,6744b4f74bbc3577ba863b6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.7988,,space,0.5204,,4,purple_gnome,4,4,bright_forest,red_basket,orange_gnome,4,3,dark_forest,yellow_basket,15,0,0,1,orange_gnome,dark_forest,yellow_basket,2778,0,-2,24,6,198,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,030162,001,2024-11-25_17h34.57.149,experiment,2023.2.3,Win32,40,66671eb793963236857d7446,67446fa89e86ac01e4128331,6744b4f74bbc3577ba863b6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.6223,,space,0.4743,,2,pink_gnome,2,1,dark_forest,yellow_basket,red_gnome,2,4,bright_forest,red_basket,5,0,0,1,pink_gnome,dark_forest,yellow_basket,2783,-3,4,24,7,199,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,030162,001,2024-11-25_17h34.57.149,experiment,2023.2.3,Win32,40,66671eb793963236857d7446,67446fa89e86ac01e4128331,6744b4f74bbc3577ba863b6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.5104,,space,0.4732,,4,orange_gnome,4,5,dark_forest,yellow_basket,purple_gnome,4,1,bright_forest,red_basket,5,0,0,1,purple_gnome,bright_forest,red_basket,2788,1,3,25,0,200,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,030162,001,2024-11-25_17h34.57.149,experiment,2023.2.3,Win32,40,66671eb793963236857d7446,67446fa89e86ac01e4128331,6744b4f74bbc3577ba863b6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.5493,,space,0.4107,,4,orange_gnome,4,8,dark_forest,yellow_basket,purple_gnome,4,2,bright_forest,red_basket,8,0,0,1,orange_gnome,dark_forest,yellow_basket,2796,-4,3,25,1,201,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,030162,001,2024-11-25_17h34.57.149,experiment,2023.2.3,Win32,40,66671eb793963236857d7446,67446fa89e86ac01e4128331,6744b4f74bbc3577ba863b6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.9142,,space,0.4084,,1,green_gnome,1,2,bright_forest,red_basket,brown_gnome,1,7,dark_forest,yellow_basket,2,0,0,1,green_gnome,bright_forest,red_basket,2798,-4,-3,25,2,202,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,030162,001,2024-11-25_17h34.57.149,experiment,2023.2.3,Win32,40,66671eb793963236857d7446,67446fa89e86ac01e4128331,6744b4f74bbc3577ba863b6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.5123,,space,0.4154,,1,green_gnome,1,2,bright_forest,red_basket,brown_gnome,1,4,dark_forest,yellow_basket,2,0,0,1,green_gnome,bright_forest,red_basket,2800,-3,-4,25,3,203,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,030162,001,2024-11-25_17h34.57.149,experiment,2023.2.3,Win32,40,66671eb793963236857d7446,67446fa89e86ac01e4128331,6744b4f74bbc3577ba863b6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.5894,,space,0.4372,,3,yellow_gnome,3,0,dark_forest,yellow_basket,blue_gnome,3,1,bright_forest,red_basket,5,0,0,1,blue_gnome,bright_forest,red_basket,2805,1,-2,25,4,204,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,030162,001,2024-11-25_17h34.57.149,experiment,2023.2.3,Win32,40,66671eb793963236857d7446,67446fa89e86ac01e4128331,6744b4f74bbc3577ba863b6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.4867,,space,0.6838,,1,green_gnome,1,2,bright_forest,red_basket,brown_gnome,1,2,dark_forest,yellow_basket,2,0,0,1,brown_gnome,dark_forest,yellow_basket,2807,-1,1,25,5,205,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,030162,001,2024-11-25_17h34.57.149,experiment,2023.2.3,Win32,40,66671eb793963236857d7446,67446fa89e86ac01e4128331,6744b4f74bbc3577ba863b6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.4946,,space,0.6372,,2,red_gnome,2,1,bright_forest,red_basket,pink_gnome,2,3,dark_forest,yellow_basket,5,0,0,1,red_gnome,bright_forest,red_basket,2812,3,-2,25,6,206,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,030162,001,2024-11-25_17h34.57.149,experiment,2023.2.3,Win32,40,66671eb793963236857d7446,67446fa89e86ac01e4128331,6744b4f74bbc3577ba863b6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.4856,,space,0.4181,,4,orange_gnome,4,1,dark_forest,yellow_basket,purple_gnome,4,4,bright_forest,red_basket,1,0,0,1,orange_gnome,dark_forest,yellow_basket,2813,2,-3,25,7,207,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,030162,001,2024-11-25_17h34.57.149,experiment,2023.2.3,Win32,40,66671eb793963236857d7446,67446fa89e86ac01e4128331,6744b4f74bbc3577ba863b6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.465,,space,0.4165,,1,green_gnome,1,6,bright_forest,red_basket,brown_gnome,1,2,dark_forest,yellow_basket,2,0,0,1,brown_gnome,dark_forest,yellow_basket,2815,2,1,26,0,208,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,030162,001,2024-11-25_17h34.57.149,experiment,2023.2.3,Win32,40,66671eb793963236857d7446,67446fa89e86ac01e4128331,6744b4f74bbc3577ba863b6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.8391,,space,0.4022,,4,purple_gnome,4,8,bright_forest,red_basket,orange_gnome,4,3,dark_forest,yellow_basket,40,0,0,1,purple_gnome,bright_forest,red_basket,2855,-1,2,26,1,209,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,030162,001,2024-11-25_17h34.57.149,experiment,2023.2.3,Win32,40,66671eb793963236857d7446,67446fa89e86ac01e4128331,6744b4f74bbc3577ba863b6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,orange_gnome,4,5,dark_forest,yellow_basket,purple_gnome,4,7,bright_forest,red_basket,0,1,0,0,,bright_forest,red_basket,2855,1,-1,26,2,210,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,030162,001,2024-11-25_17h34.57.149,experiment,2023.2.3,Win32,40,66671eb793963236857d7446,67446fa89e86ac01e4128331,6744b4f74bbc3577ba863b6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.5477,,space,0.6116,,4,orange_gnome,4,4,dark_forest,yellow_basket,purple_gnome,4,8,bright_forest,red_basket,20,0,0,1,orange_gnome,dark_forest,yellow_basket,2875,-2,-1,26,3,211,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,030162,001,2024-11-25_17h34.57.149,experiment,2023.2.3,Win32,40,66671eb793963236857d7446,67446fa89e86ac01e4128331,6744b4f74bbc3577ba863b6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.5145,,space,0.4392,,1,green_gnome,1,6,bright_forest,red_basket,brown_gnome,1,3,dark_forest,yellow_basket,6,0,0,1,green_gnome,bright_forest,red_basket,2881,1,3,26,4,212,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,030162,001,2024-11-25_17h34.57.149,experiment,2023.2.3,Win32,40,66671eb793963236857d7446,67446fa89e86ac01e4128331,6744b4f74bbc3577ba863b6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.6623,,space,0.4372,,4,purple_gnome,4,7,bright_forest,red_basket,orange_gnome,4,6,dark_forest,yellow_basket,7,0,0,1,purple_gnome,bright_forest,red_basket,2888,-2,-3,26,5,213,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,030162,001,2024-11-25_17h34.57.149,experiment,2023.2.3,Win32,40,66671eb793963236857d7446,67446fa89e86ac01e4128331,6744b4f74bbc3577ba863b6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.5134,,space,0.416,,2,red_gnome,2,5,bright_forest,red_basket,pink_gnome,2,3,dark_forest,yellow_basket,3,0,0,1,pink_gnome,dark_forest,yellow_basket,2891,2,0,26,6,214,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,030162,001,2024-11-25_17h34.57.149,experiment,2023.2.3,Win32,40,66671eb793963236857d7446,67446fa89e86ac01e4128331,6744b4f74bbc3577ba863b6b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.7938,,space,0.5523,,2,pink_gnome,2,3,dark_forest,yellow_basket,red_gnome,2,7,bright_forest,red_basket,35,0,0,1,red_gnome,bright_forest,red_basket,2926,-2,2,26,7,215,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
