parent_PID,stim1_name,stim1_file,stim1_pair,stim1_deact_file,stim1_step2_name,stim1_step2_file,stim1_step2_basket_name,stim1_step2_basket_file,stim2_name,stim2_file,stim2_pair,stim2_deact_file,stim2_step2_name,stim2_step2_file,stim2_step2_basket_name,stim2_step2_basket_file,stim3_name,stim3_file,stim3_pair,stim3_deact_file,stim3_step2_name,stim3_step2_file,stim3_step2_basket_name,stim3_step2_basket_file,stim4_name,stim4_file,stim4_pair,stim4_deact_file,stim4_step2_name,stim4_step2_file,stim4_step2_basket_name,stim4_step2_basket_file,stim5_name,stim5_file,stim5_pair,stim5_deact_file,stim5_step2_name,stim5_step2_file,stim5_step2_basket_name,stim5_step2_basket_file,stim6_name,stim6_file,stim6_pair,stim6_deact_file,stim6_step2_name,stim6_step2_file,stim6_step2_basket_name,stim6_step2_basket_file,stim7_name,stim7_file,stim7_pair,stim7_deact_file,stim7_step2_name,stim7_step2_file,stim7_step2_basket_name,stim7_step2_basket_file,stim8_name,stim8_file,stim8_pair,stim8_deact_file,stim8_step2_name,stim8_step2_file,stim8_step2_basket_name,stim8_step2_basket_file,obs_AC_trials,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent_keyresp.keys,consent_keyresp.rt,consent_keyresp.duration,global_instructions1_key.keys,global_instructions1_key.rt,global_instructions1_key.duration,global_instructions2_key.keys,global_instructions2_key.rt,global_instructions2_key.duration,global_instructions3_key.keys,global_instructions3_key.rt,global_instructions3_key.duration,global_instructions4_key.keys,global_instructions4_key.rt,global_instructions4_key.duration,stake_instructions_key.keys,stake_instructions_key.rt,stake_instructions_key.duration,global_instructions5_key.keys,global_instructions5_key.rt,global_instructions5_key.duration,p_fixation_2.started,p_fixation_2.stopped,p_step1_keyresp.keys,p_step1_keyresp.rt,p_step1_keyresp.duration,p_step2_keyresp.keys,p_step2_keyresp.rt,p_step2_keyresp.duration,p_step1_pair_index,p_step1_stimLeft_name,p_step1_stimLeft_pair,p_step1_stimLeft_reward,p_step1_stimLeft_step2Stim,p_step1_stimLeft_step2Basket,p_step1_stimRight_name,p_step1_stimRight_pair,p_step1_stimRight_reward,p_step1_stimRight_step2Stim,p_step1_stimRight_step2Basket,p_points,t_mult,p_fail_step1,p_fail_step2,p_reward_flag,p_step1_choice,p_step2_stim,p_step2_basket,p_score,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,pair_index,p_mult,p_failStep2_keyresp.keys,p_failStep2_keyresp.rt,p_failStep2_keyresp.duration,obs_instructions_1_key.keys,obs_instructions_1_key.rt,obs_instructions_1_key.duration,obs_instructions_2_key.keys,obs_instructions_2_key.rt,obs_instructions_2_key.duration,obs_stim_left,obs_stim_right,obs_step1_key,obs_step1_RT,obs_step2_forest,obs_step2_basket,obs_step2_RT,obs_mult,obs_points,obs_score,obs_AC_flag,obs_AC_step1_flag,obs_AC_step2_flag,obs_AC_mistake_flag,obs_AC_no_answer_flag,obs_AC_step2_no_answer_flag,obs_AC_counter,good_answer,obs_attention_check_fail,obs.thisRepN,obs.thisTrialN,obs.thisN,obs.thisIndex,obs.ran,obs_attention_check_step2_keyresp.keys,obs_attention_check_step2_keyresp.rt,obs_attention_check_step2_keyresp.duration,obs_attention_check_step1_keyresp.keys,obs_attention_check_step1_keyresp.rt,obs_attention_check_step1_keyresp.duration,t_instructions_keyresp.keys,t_instructions_keyresp.rt,t_instructions_keyresp.duration,t_instructions_2_keyresp.keys,t_instructions_2_keyresp.rt,t_instructions_2_keyresp.duration,t_step1_keyresp.keys,t_step1_keyresp.rt,t_step1_keyresp.duration,t_step2_keyresp.keys,t_step2_keyresp.rt,t_step2_keyresp.duration,t_step1_pair_index,t_step1_stimLeft_name,t_step1_stimLeft_pair,t_step1_stimLeft_reward,t_step1_stimLeft_step2Stim,t_step1_stimLeft_step2Basket,t_step1_stimRight_name,t_step1_stimRight_pair,t_step1_stimRight_reward,t_step1_stimRight_step2Stim,t_step1_stimRight_step2Basket,t_points,t_fail_step1,t_fail_step2,t_reward_flag,t_step1_choice,t_step2_stim,t_step2_basket,globa_score,t_data_stimWalk0,t_data_stimWalk1,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_key_resp.keys,break_key_resp.rt,break_key_resp.duration,t_recording.started,t_recording.stopped,pl_global_instructions_keyresp.keys,pl_global_instructions_keyresp.rt,pl_global_instructions_keyresp.duration,pl1_instructions1_keyresp.keys,pl1_instructions1_keyresp.rt,pl1_instructions1_keyresp.duration,pl1_instructions2_keyresp.keys,pl1_instructions2_keyresp.rt,pl1_instructions2_keyresp.duration,pl1_instructions3_keyresp.keys,pl1_instructions3_keyresp.rt,pl1_instructions3_keyresp.duration,pl1_instructions4_keyresp.keys,pl1_instructions4_keyresp.rt,pl1_instructions4_keyresp.duration,pl1_task_lickert.response,pl1_task_lickert.rt,pl1_task_confidence_lickert.response,pl1_task_confidence_lickert.rt,pl1_task_keyresp.keys,pl1_task_keyresp.rt,pl1_task_keyresp.duration,pl1_task_stimLeft,pl1_task_stimRight,pl1_loop.thisRepN,pl1_loop.thisTrialN,pl1_loop.thisN,pl1_loop.thisIndex,pl1_loop.ran,stimLeft_index,stimRight_index,pl2_instructions_keyresp.keys,pl2_instructions_keyresp.rt,pl2_instructions_keyresp.duration,pl2_task_lickert.response,pl2_task_lickert.rt,pl2_task_confidence_lickert.response,pl2_task_confidence_lickert.rt,pl2_task_keyresp.keys,pl2_task_keyresp.rt,pl2_task_keyresp.duration,pl2_task_gnome,pl2_task_forest,pl2_task_basket,pl2_loop.thisRepN,pl2_loop.thisTrialN,pl2_loop.thisN,pl2_loop.thisIndex,pl2_loop.ran,gnome_id,forest_id,end_keyresp.keys,end_keyresp.rt,end_keyresp.duration,passed_attention_check_loop.thisRepN,passed_attention_check_loop.thisTrialN,passed_attention_check_loop.thisN,passed_attention_check_loop.thisIndex,passed_attention_check_loop.ran,show_trials.thisRepN,show_trials.thisTrialN,show_trials.thisN,show_trials.thisIndex,show_trials.ran
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,982003,001,2024-11-04_17h25.07.488,experiment,2023.2.3,Win32,60.24096386,66d838f820d5bd20f302c1c2,67176a9039ab1d933d1b002b,672903410b66570a1a81e799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.157,,space,0.2727,,2,brown_gnome,2,2,bright_forest,red_basket,pink_gnome,2,4,dark_forest,yellow_basket,20,0,0,1,pink_gnome,dark_forest,yellow_basket,2598,0,0,24,3,195,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,982003,001,2024-11-04_17h25.07.488,experiment,2023.2.3,Win32,60.24096386,66d838f820d5bd20f302c1c2,67176a9039ab1d933d1b002b,672903410b66570a1a81e799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.1091,,space,0.2832,,3,red_gnome,3,2,bright_forest,red_basket,yellow_gnome,3,4,dark_forest,yellow_basket,20,0,0,1,yellow_gnome,dark_forest,yellow_basket,2618,-1,-4,24,4,196,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,982003,001,2024-11-04_17h25.07.488,experiment,2023.2.3,Win32,60.24096386,66d838f820d5bd20f302c1c2,67176a9039ab1d933d1b002b,672903410b66570a1a81e799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.3062,,space,0.3919,,4,blue_gnome,4,0,dark_forest,yellow_basket,purple_gnome,4,1,bright_forest,red_basket,5,0,0,1,purple_gnome,bright_forest,red_basket,2623,0,-3,24,5,197,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,982003,001,2024-11-04_17h25.07.488,experiment,2023.2.3,Win32,60.24096386,66d838f820d5bd20f302c1c2,67176a9039ab1d933d1b002b,672903410b66570a1a81e799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.0401,,space,0.693,,4,purple_gnome,4,1,bright_forest,red_basket,blue_gnome,4,3,dark_forest,yellow_basket,1,0,0,1,purple_gnome,bright_forest,red_basket,2624,1,1,24,6,198,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,982003,001,2024-11-04_17h25.07.488,experiment,2023.2.3,Win32,60.24096386,66d838f820d5bd20f302c1c2,67176a9039ab1d933d1b002b,672903410b66570a1a81e799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.3067,,space,0.3481,,1,orange_gnome,1,2,bright_forest,red_basket,green_gnome,1,4,dark_forest,yellow_basket,20,0,0,1,green_gnome,dark_forest,yellow_basket,2644,-2,2,24,7,199,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,982003,001,2024-11-04_17h25.07.488,experiment,2023.2.3,Win32,60.24096386,66d838f820d5bd20f302c1c2,67176a9039ab1d933d1b002b,672903410b66570a1a81e799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.0733,,space,0.4065,,1,orange_gnome,1,0,bright_forest,red_basket,green_gnome,1,6,dark_forest,yellow_basket,0,0,0,1,orange_gnome,bright_forest,red_basket,2644,3,-1,25,0,200,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,982003,001,2024-11-04_17h25.07.488,experiment,2023.2.3,Win32,60.24096386,66d838f820d5bd20f302c1c2,67176a9039ab1d933d1b002b,672903410b66570a1a81e799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.3894,,space,0.6281,,4,blue_gnome,4,5,dark_forest,yellow_basket,purple_gnome,4,3,bright_forest,red_basket,3,0,0,1,purple_gnome,bright_forest,red_basket,2647,0,0,25,1,201,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,982003,001,2024-11-04_17h25.07.488,experiment,2023.2.3,Win32,60.24096386,66d838f820d5bd20f302c1c2,67176a9039ab1d933d1b002b,672903410b66570a1a81e799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.2523,,space,0.4425,,1,green_gnome,1,5,dark_forest,yellow_basket,orange_gnome,1,3,bright_forest,red_basket,15,0,0,1,orange_gnome,bright_forest,red_basket,2662,0,4,25,2,202,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,982003,001,2024-11-04_17h25.07.488,experiment,2023.2.3,Win32,60.24096386,66d838f820d5bd20f302c1c2,67176a9039ab1d933d1b002b,672903410b66570a1a81e799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.0999,,space,0.3327,,1,orange_gnome,1,3,bright_forest,red_basket,green_gnome,1,9,dark_forest,yellow_basket,9,0,0,1,green_gnome,dark_forest,yellow_basket,2671,-1,0,25,3,203,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,982003,001,2024-11-04_17h25.07.488,experiment,2023.2.3,Win32,60.24096386,66d838f820d5bd20f302c1c2,67176a9039ab1d933d1b002b,672903410b66570a1a81e799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.4022,,space,0.3285,,2,brown_gnome,2,2,bright_forest,red_basket,pink_gnome,2,9,dark_forest,yellow_basket,10,0,0,1,brown_gnome,bright_forest,red_basket,2681,-1,-2,25,4,204,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,982003,001,2024-11-04_17h25.07.488,experiment,2023.2.3,Win32,60.24096386,66d838f820d5bd20f302c1c2,67176a9039ab1d933d1b002b,672903410b66570a1a81e799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.1521,,space,0.5881,,4,blue_gnome,4,7,dark_forest,yellow_basket,purple_gnome,4,1,bright_forest,red_basket,1,0,0,1,purple_gnome,bright_forest,red_basket,2682,-1,2,25,5,205,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,982003,001,2024-11-04_17h25.07.488,experiment,2023.2.3,Win32,60.24096386,66d838f820d5bd20f302c1c2,67176a9039ab1d933d1b002b,672903410b66570a1a81e799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.3956,,space,0.3229,,1,green_gnome,1,9,dark_forest,yellow_basket,orange_gnome,1,0,bright_forest,red_basket,0,0,0,1,orange_gnome,bright_forest,red_basket,2682,0,-4,25,6,206,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,982003,001,2024-11-04_17h25.07.488,experiment,2023.2.3,Win32,60.24096386,66d838f820d5bd20f302c1c2,67176a9039ab1d933d1b002b,672903410b66570a1a81e799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.2271,,space,0.4796,,2,brown_gnome,2,0,bright_forest,red_basket,pink_gnome,2,5,dark_forest,yellow_basket,0,0,0,1,brown_gnome,bright_forest,red_basket,2682,1,-2,25,7,207,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,982003,001,2024-11-04_17h25.07.488,experiment,2023.2.3,Win32,60.24096386,66d838f820d5bd20f302c1c2,67176a9039ab1d933d1b002b,672903410b66570a1a81e799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.2586,,space,0.3956,,3,yellow_gnome,3,3,dark_forest,yellow_basket,red_gnome,3,1,bright_forest,red_basket,3,0,0,1,yellow_gnome,dark_forest,yellow_basket,2685,1,-1,26,0,208,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,982003,001,2024-11-04_17h25.07.488,experiment,2023.2.3,Win32,60.24096386,66d838f820d5bd20f302c1c2,67176a9039ab1d933d1b002b,672903410b66570a1a81e799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.2574,,space,0.3816,,1,green_gnome,1,2,dark_forest,yellow_basket,orange_gnome,1,2,bright_forest,red_basket,10,0,0,1,orange_gnome,bright_forest,red_basket,2695,-3,4,26,1,209,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,982003,001,2024-11-04_17h25.07.488,experiment,2023.2.3,Win32,60.24096386,66d838f820d5bd20f302c1c2,67176a9039ab1d933d1b002b,672903410b66570a1a81e799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.2239,,space,0.5759,,1,green_gnome,1,6,dark_forest,yellow_basket,orange_gnome,1,1,bright_forest,red_basket,30,0,0,1,green_gnome,dark_forest,yellow_basket,2725,1,0,26,2,210,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,982003,001,2024-11-04_17h25.07.488,experiment,2023.2.3,Win32,60.24096386,66d838f820d5bd20f302c1c2,67176a9039ab1d933d1b002b,672903410b66570a1a81e799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.2743,,space,0.592,,4,purple_gnome,4,2,bright_forest,red_basket,blue_gnome,4,6,dark_forest,yellow_basket,10,0,0,1,purple_gnome,bright_forest,red_basket,2735,1,-4,26,3,211,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,982003,001,2024-11-04_17h25.07.488,experiment,2023.2.3,Win32,60.24096386,66d838f820d5bd20f302c1c2,67176a9039ab1d933d1b002b,672903410b66570a1a81e799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.4451,,space,0.5738,,4,blue_gnome,4,2,dark_forest,yellow_basket,purple_gnome,4,3,bright_forest,red_basket,3,0,0,1,purple_gnome,bright_forest,red_basket,2738,0,1,26,4,212,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,982003,001,2024-11-04_17h25.07.488,experiment,2023.2.3,Win32,60.24096386,66d838f820d5bd20f302c1c2,67176a9039ab1d933d1b002b,672903410b66570a1a81e799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.3364,,space,0.393,,2,brown_gnome,2,3,bright_forest,red_basket,pink_gnome,2,3,dark_forest,yellow_basket,3,0,0,1,brown_gnome,bright_forest,red_basket,2741,1,3,26,5,213,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,982003,001,2024-11-04_17h25.07.488,experiment,2023.2.3,Win32,60.24096386,66d838f820d5bd20f302c1c2,67176a9039ab1d933d1b002b,672903410b66570a1a81e799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.2749,,space,0.2258,,2,brown_gnome,2,4,bright_forest,red_basket,pink_gnome,2,6,dark_forest,yellow_basket,30,0,0,1,pink_gnome,dark_forest,yellow_basket,2771,-1,-2,26,6,214,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,982003,001,2024-11-04_17h25.07.488,experiment,2023.2.3,Win32,60.24096386,66d838f820d5bd20f302c1c2,67176a9039ab1d933d1b002b,672903410b66570a1a81e799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.3866,,space,0.4431,,4,purple_gnome,4,3,bright_forest,red_basket,blue_gnome,4,4,dark_forest,yellow_basket,3,0,0,1,purple_gnome,bright_forest,red_basket,2774,0,-2,26,7,215,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,982003,001,2024-11-04_17h25.07.488,experiment,2023.2.3,Win32,60.24096386,66d838f820d5bd20f302c1c2,67176a9039ab1d933d1b002b,672903410b66570a1a81e799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.2395,,space,0.2656,,1,green_gnome,1,2,dark_forest,yellow_basket,orange_gnome,1,3,bright_forest,red_basket,10,0,0,1,green_gnome,dark_forest,yellow_basket,2784,-1,1,27,0,216,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,982003,001,2024-11-04_17h25.07.488,experiment,2023.2.3,Win32,60.24096386,66d838f820d5bd20f302c1c2,67176a9039ab1d933d1b002b,672903410b66570a1a81e799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.257,,space,0.3236,,2,pink_gnome,2,3,dark_forest,yellow_basket,brown_gnome,2,2,bright_forest,red_basket,2,0,0,1,brown_gnome,bright_forest,red_basket,2786,-1,0,27,1,217,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,982003,001,2024-11-04_17h25.07.488,experiment,2023.2.3,Win32,60.24096386,66d838f820d5bd20f302c1c2,67176a9039ab1d933d1b002b,672903410b66570a1a81e799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.331,,space,0.2383,,4,blue_gnome,4,3,dark_forest,yellow_basket,purple_gnome,4,1,bright_forest,red_basket,15,0,0,1,blue_gnome,dark_forest,yellow_basket,2801,1,-2,27,2,218,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,982003,001,2024-11-04_17h25.07.488,experiment,2023.2.3,Win32,60.24096386,66d838f820d5bd20f302c1c2,67176a9039ab1d933d1b002b,672903410b66570a1a81e799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.3434,,space,0.3647,,2,brown_gnome,2,2,bright_forest,red_basket,pink_gnome,2,1,dark_forest,yellow_basket,1,0,0,1,pink_gnome,dark_forest,yellow_basket,2802,-4,2,27,3,219,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
