parent_PID,stim1_name,stim1_file,stim1_pair,stim1_deact_file,stim1_step2_name,stim1_step2_file,stim1_step2_basket_name,stim1_step2_basket_file,stim2_name,stim2_file,stim2_pair,stim2_deact_file,stim2_step2_name,stim2_step2_file,stim2_step2_basket_name,stim2_step2_basket_file,stim3_name,stim3_file,stim3_pair,stim3_deact_file,stim3_step2_name,stim3_step2_file,stim3_step2_basket_name,stim3_step2_basket_file,stim4_name,stim4_file,stim4_pair,stim4_deact_file,stim4_step2_name,stim4_step2_file,stim4_step2_basket_name,stim4_step2_basket_file,stim5_name,stim5_file,stim5_pair,stim5_deact_file,stim5_step2_name,stim5_step2_file,stim5_step2_basket_name,stim5_step2_basket_file,stim6_name,stim6_file,stim6_pair,stim6_deact_file,stim6_step2_name,stim6_step2_file,stim6_step2_basket_name,stim6_step2_basket_file,stim7_name,stim7_file,stim7_pair,stim7_deact_file,stim7_step2_name,stim7_step2_file,stim7_step2_basket_name,stim7_step2_basket_file,stim8_name,stim8_file,stim8_pair,stim8_deact_file,stim8_step2_name,stim8_step2_file,stim8_step2_basket_name,stim8_step2_basket_file,obs_AC_trials,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent_keyresp.keys,consent_keyresp.rt,consent_keyresp.duration,global_instructions1_key.keys,global_instructions1_key.rt,global_instructions1_key.duration,global_instructions2_key.keys,global_instructions2_key.rt,global_instructions2_key.duration,global_instructions3_key.keys,global_instructions3_key.rt,global_instructions3_key.duration,global_instructions4_key.keys,global_instructions4_key.rt,global_instructions4_key.duration,stake_instructions_key.keys,stake_instructions_key.rt,stake_instructions_key.duration,global_instructions5_key.keys,global_instructions5_key.rt,global_instructions5_key.duration,p_fixation_2.started,p_fixation_2.stopped,p_step1_keyresp.keys,p_failStep1_keyresp.keys,p_failStep1_keyresp.rt,p_failStep1_keyresp.duration,p_step1_pair_index,p_step1_stimLeft_name,p_step1_stimLeft_pair,p_step1_stimLeft_reward,p_step1_stimLeft_step2Stim,p_step1_stimLeft_step2Basket,p_step1_stimRight_name,p_step1_stimRight_pair,p_step1_stimRight_reward,p_step1_stimRight_step2Stim,p_step1_stimRight_step2Basket,p_points,t_mult,p_fail_step1,p_fail_step2,p_reward_flag,p_step1_choice,p_step2_stim,p_step2_basket,p_score,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,pair_index,p_mult,p_step1_keyresp.rt,p_step1_keyresp.duration,p_step2_keyresp.keys,p_step2_keyresp.rt,p_step2_keyresp.duration,obs_instructions_1_key.keys,obs_instructions_1_key.rt,obs_instructions_1_key.duration,obs_instructions_2_key.keys,obs_instructions_2_key.rt,obs_instructions_2_key.duration,obs_stim_left,obs_stim_right,obs_step1_key,obs_step1_RT,obs_step2_forest,obs_step2_basket,obs_step2_RT,obs_mult,obs_points,obs_score,obs_AC_flag,obs_AC_step1_flag,obs_AC_step2_flag,obs_AC_mistake_flag,obs_AC_no_answer_flag,obs_AC_step2_no_answer_flag,obs_AC_counter,good_answer,obs_attention_check_fail,obs.thisRepN,obs.thisTrialN,obs.thisN,obs.thisIndex,obs.ran,obs_attention_check_step2_keyresp.keys,obs_attention_check_step2_keyresp.rt,obs_attention_check_step2_keyresp.duration,obs_attention_check_step1_keyresp.keys,obs_attention_check_step1_keyresp.rt,obs_attention_check_step1_keyresp.duration,t_instructions_keyresp.keys,t_instructions_keyresp.rt,t_instructions_keyresp.duration,t_instructions_2_keyresp.keys,t_instructions_2_keyresp.rt,t_instructions_2_keyresp.duration,t_step1_keyresp.keys,t_step1_keyresp.rt,t_step1_keyresp.duration,t_step2_keyresp.keys,t_step2_keyresp.rt,t_step2_keyresp.duration,t_step1_pair_index,t_step1_stimLeft_name,t_step1_stimLeft_pair,t_step1_stimLeft_reward,t_step1_stimLeft_step2Stim,t_step1_stimLeft_step2Basket,t_step1_stimRight_name,t_step1_stimRight_pair,t_step1_stimRight_reward,t_step1_stimRight_step2Stim,t_step1_stimRight_step2Basket,t_points,t_fail_step1,t_fail_step2,t_reward_flag,t_step1_choice,t_step2_stim,t_step2_basket,globa_score,t_data_stimWalk0,t_data_stimWalk1,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_key_resp.keys,break_key_resp.rt,break_key_resp.duration,t_recording.started,t_recording.stopped,pl_global_instructions_keyresp.keys,pl_global_instructions_keyresp.rt,pl_global_instructions_keyresp.duration,pl1_instructions1_keyresp.keys,pl1_instructions1_keyresp.rt,pl1_instructions1_keyresp.duration,pl1_instructions2_keyresp.keys,pl1_instructions2_keyresp.rt,pl1_instructions2_keyresp.duration,pl1_instructions3_keyresp.keys,pl1_instructions3_keyresp.rt,pl1_instructions3_keyresp.duration,pl1_instructions4_keyresp.keys,pl1_instructions4_keyresp.rt,pl1_instructions4_keyresp.duration,pl1_task_lickert.response,pl1_task_lickert.rt,pl1_task_confidence_lickert.response,pl1_task_confidence_lickert.rt,pl1_task_keyresp.keys,pl1_task_keyresp.rt,pl1_task_keyresp.duration,pl1_task_stimLeft,pl1_task_stimRight,pl1_loop.thisRepN,pl1_loop.thisTrialN,pl1_loop.thisN,pl1_loop.thisIndex,pl1_loop.ran,stimLeft_index,stimRight_index,pl2_instructions_keyresp.keys,pl2_instructions_keyresp.rt,pl2_instructions_keyresp.duration,pl2_task_lickert.response,pl2_task_lickert.rt,pl2_task_confidence_lickert.response,pl2_task_confidence_lickert.rt,pl2_task_keyresp.keys,pl2_task_keyresp.rt,pl2_task_keyresp.duration,pl2_task_gnome,pl2_task_forest,pl2_task_basket,pl2_loop.thisRepN,pl2_loop.thisTrialN,pl2_loop.thisN,pl2_loop.thisIndex,pl2_loop.ran,gnome_id,forest_id,end_keyresp.keys,end_keyresp.rt,end_keyresp.duration,passed_attention_check_loop.thisRepN,passed_attention_check_loop.thisTrialN,passed_attention_check_loop.thisN,passed_attention_check_loop.thisIndex,passed_attention_check_loop.ran,show_trials.thisRepN,show_trials.thisTrialN,show_trials.thisN,show_trials.thisIndex,show_trials.ran
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905355,001,2024-10-17_12h50.28.486,experiment,2023.2.3,Win32,59.52380952,63f46b97140756e0178e60be,670fc38c867fc5641e4771c6,67113f70182841ce7469a042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.8716,,space,0.1879,,2,blue_gnome,2,3,bright_forest,yellow_basket,yellow_gnome,2,9,dark_forest,red_basket,3,0,0,1,blue_gnome,bright_forest,yellow_basket,3822,3,2,29,3,235,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905355,001,2024-10-17_12h50.28.486,experiment,2023.2.3,Win32,59.52380952,63f46b97140756e0178e60be,670fc38c867fc5641e4771c6,67113f70182841ce7469a042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.8372,,space,0.0384,,1,purple_gnome,1,7,dark_forest,red_basket,green_gnome,1,6,bright_forest,yellow_basket,35,0,0,1,purple_gnome,dark_forest,red_basket,3857,4,1,29,4,236,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905355,001,2024-10-17_12h50.28.486,experiment,2023.2.3,Win32,59.52380952,63f46b97140756e0178e60be,670fc38c867fc5641e4771c6,67113f70182841ce7469a042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.9421,,space,0.0883,,3,red_gnome,3,8,bright_forest,yellow_basket,orange_gnome,3,8,dark_forest,red_basket,8,0,0,1,red_gnome,bright_forest,yellow_basket,3865,3,2,29,5,237,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905355,001,2024-10-17_12h50.28.486,experiment,2023.2.3,Win32,59.52380952,63f46b97140756e0178e60be,670fc38c867fc5641e4771c6,67113f70182841ce7469a042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.9695,,space,0.0773,,4,pink_gnome,4,8,dark_forest,red_basket,brown_gnome,4,7,bright_forest,yellow_basket,35,0,0,1,brown_gnome,bright_forest,yellow_basket,3900,-1,-3,29,6,238,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905355,001,2024-10-17_12h50.28.486,experiment,2023.2.3,Win32,59.52380952,63f46b97140756e0178e60be,670fc38c867fc5641e4771c6,67113f70182841ce7469a042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.016,,space,0.0972,,3,orange_gnome,3,5,dark_forest,red_basket,red_gnome,3,6,bright_forest,yellow_basket,25,0,0,1,orange_gnome,dark_forest,red_basket,3925,-5,-3,29,7,239,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905355,001,2024-10-17_12h50.28.486,experiment,2023.2.3,Win32,59.52380952,63f46b97140756e0178e60be,670fc38c867fc5641e4771c6,67113f70182841ce7469a042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.0552,,space,0.1768,,4,pink_gnome,4,2,dark_forest,red_basket,brown_gnome,4,1,bright_forest,yellow_basket,10,0,0,1,pink_gnome,dark_forest,red_basket,3935,1,2,30,0,240,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905355,001,2024-10-17_12h50.28.486,experiment,2023.2.3,Win32,59.52380952,63f46b97140756e0178e60be,670fc38c867fc5641e4771c6,67113f70182841ce7469a042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.952,,space,0.0979,,3,red_gnome,3,2,bright_forest,yellow_basket,orange_gnome,3,4,dark_forest,red_basket,10,0,0,1,red_gnome,bright_forest,yellow_basket,3945,2,-2,30,1,241,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905355,001,2024-10-17_12h50.28.486,experiment,2023.2.3,Win32,59.52380952,63f46b97140756e0178e60be,670fc38c867fc5641e4771c6,67113f70182841ce7469a042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1.0751,,space,0.0942,,2,yellow_gnome,2,2,dark_forest,red_basket,blue_gnome,2,4,bright_forest,yellow_basket,20,0,0,1,blue_gnome,bright_forest,yellow_basket,3965,3,-1,30,2,242,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905355,001,2024-10-17_12h50.28.486,experiment,2023.2.3,Win32,59.52380952,63f46b97140756e0178e60be,670fc38c867fc5641e4771c6,67113f70182841ce7469a042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.8164,,space,0.0382,,1,purple_gnome,1,1,dark_forest,red_basket,green_gnome,1,7,bright_forest,yellow_basket,1,0,0,1,purple_gnome,dark_forest,red_basket,3966,-3,-1,30,3,243,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905355,001,2024-10-17_12h50.28.486,experiment,2023.2.3,Win32,59.52380952,63f46b97140756e0178e60be,670fc38c867fc5641e4771c6,67113f70182841ce7469a042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.97,,space,0.1257,,3,orange_gnome,3,0,dark_forest,red_basket,red_gnome,3,4,bright_forest,yellow_basket,4,0,0,1,red_gnome,bright_forest,yellow_basket,3970,2,-3,30,4,244,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905355,001,2024-10-17_12h50.28.486,experiment,2023.2.3,Win32,59.52380952,63f46b97140756e0178e60be,670fc38c867fc5641e4771c6,67113f70182841ce7469a042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.4873,,space,0.0432,,4,pink_gnome,4,3,dark_forest,red_basket,brown_gnome,4,6,bright_forest,yellow_basket,15,0,0,1,pink_gnome,dark_forest,red_basket,3985,-2,0,30,5,245,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905355,001,2024-10-17_12h50.28.486,experiment,2023.2.3,Win32,59.52380952,63f46b97140756e0178e60be,670fc38c867fc5641e4771c6,67113f70182841ce7469a042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.8497,,space,0.3416,,2,blue_gnome,2,4,bright_forest,yellow_basket,yellow_gnome,2,3,dark_forest,red_basket,4,0,0,1,blue_gnome,bright_forest,yellow_basket,3989,-1,1,30,6,246,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905355,001,2024-10-17_12h50.28.486,experiment,2023.2.3,Win32,59.52380952,63f46b97140756e0178e60be,670fc38c867fc5641e4771c6,67113f70182841ce7469a042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.3135,,space,0.3628,,2,yellow_gnome,2,4,dark_forest,red_basket,blue_gnome,2,3,bright_forest,yellow_basket,4,0,0,1,yellow_gnome,dark_forest,red_basket,3993,-3,0,30,7,247,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905355,001,2024-10-17_12h50.28.486,experiment,2023.2.3,Win32,59.52380952,63f46b97140756e0178e60be,670fc38c867fc5641e4771c6,67113f70182841ce7469a042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.7411,,space,0.0531,,1,green_gnome,1,0,bright_forest,yellow_basket,purple_gnome,1,4,dark_forest,red_basket,4,0,0,1,purple_gnome,dark_forest,red_basket,3997,-4,-3,31,0,248,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905355,001,2024-10-17_12h50.28.486,experiment,2023.2.3,Win32,59.52380952,63f46b97140756e0178e60be,670fc38c867fc5641e4771c6,67113f70182841ce7469a042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.9369,,space,0.1084,,3,orange_gnome,3,1,dark_forest,red_basket,red_gnome,3,4,bright_forest,yellow_basket,20,0,0,1,red_gnome,bright_forest,yellow_basket,4017,0,3,31,1,249,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905355,001,2024-10-17_12h50.28.486,experiment,2023.2.3,Win32,59.52380952,63f46b97140756e0178e60be,670fc38c867fc5641e4771c6,67113f70182841ce7469a042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1.0355,,space,0.0828,,4,pink_gnome,4,4,dark_forest,red_basket,brown_gnome,4,4,bright_forest,yellow_basket,4,0,0,1,brown_gnome,bright_forest,yellow_basket,4021,2,0,31,2,250,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905355,001,2024-10-17_12h50.28.486,experiment,2023.2.3,Win32,59.52380952,63f46b97140756e0178e60be,670fc38c867fc5641e4771c6,67113f70182841ce7469a042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.9164,,space,0.2141,,1,green_gnome,1,6,bright_forest,yellow_basket,purple_gnome,1,4,dark_forest,red_basket,20,0,0,1,purple_gnome,dark_forest,red_basket,4041,3,0,31,3,251,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905355,001,2024-10-17_12h50.28.486,experiment,2023.2.3,Win32,59.52380952,63f46b97140756e0178e60be,670fc38c867fc5641e4771c6,67113f70182841ce7469a042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.8234,,space,0.0914,,1,green_gnome,1,9,bright_forest,yellow_basket,purple_gnome,1,4,dark_forest,red_basket,45,0,0,1,green_gnome,bright_forest,yellow_basket,4086,-2,1,31,4,252,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905355,001,2024-10-17_12h50.28.486,experiment,2023.2.3,Win32,59.52380952,63f46b97140756e0178e60be,670fc38c867fc5641e4771c6,67113f70182841ce7469a042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.8731,,space,0.2947,,3,orange_gnome,3,5,dark_forest,red_basket,red_gnome,3,7,bright_forest,yellow_basket,35,0,0,1,red_gnome,bright_forest,yellow_basket,4121,1,0,31,5,253,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905355,001,2024-10-17_12h50.28.486,experiment,2023.2.3,Win32,59.52380952,63f46b97140756e0178e60be,670fc38c867fc5641e4771c6,67113f70182841ce7469a042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.7027,,space,0.0381,,1,purple_gnome,1,5,dark_forest,red_basket,green_gnome,1,8,bright_forest,yellow_basket,5,0,0,1,purple_gnome,dark_forest,red_basket,4126,0,-2,31,6,254,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905355,001,2024-10-17_12h50.28.486,experiment,2023.2.3,Win32,59.52380952,63f46b97140756e0178e60be,670fc38c867fc5641e4771c6,67113f70182841ce7469a042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.9635,,space,0.1401,,4,brown_gnome,4,8,bright_forest,yellow_basket,pink_gnome,4,3,dark_forest,red_basket,40,0,0,1,brown_gnome,bright_forest,yellow_basket,4166,-3,1,31,7,255,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905355,001,2024-10-17_12h50.28.486,experiment,2023.2.3,Win32,59.52380952,63f46b97140756e0178e60be,670fc38c867fc5641e4771c6,67113f70182841ce7469a042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,11.3736,,space,45.6443,,space,23.6045,,space,60.2854,,space,8.3394,,0.555555556,11.4797,99.44444444,14.4638,space,14.9474,,pink_gnome,purple_gnome,0,0,0,7,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905355,001,2024-10-17_12h50.28.486,experiment,2023.2.3,Win32,59.52380952,63f46b97140756e0178e60be,670fc38c867fc5641e4771c6,67113f70182841ce7469a042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.222222222,5.7015,99.44444444,8.7352,space,9.3837,,purple_gnome,red_gnome,0,1,1,10,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905355,001,2024-10-17_12h50.28.486,experiment,2023.2.3,Win32,59.52380952,63f46b97140756e0178e60be,670fc38c867fc5641e4771c6,67113f70182841ce7469a042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,12.9146,99.55555556,15.7996,space,16.3673,,pink_gnome,brown_gnome,0,2,2,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905355,001,2024-10-17_12h50.28.486,experiment,2023.2.3,Win32,59.52380952,63f46b97140756e0178e60be,670fc38c867fc5641e4771c6,67113f70182841ce7469a042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.111111111,4.7057,99.88888889,8.857,space,9.2586,,yellow_gnome,red_gnome,0,3,3,25,1,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
